,0
1344,"Feeling very happy to watch a meaningful and inspirational film after a very very long time. I have not seen anything like this in tamil cinema before. I wouldnt say that it really inspired me... But, I was pleasantly surprised to see a film with great direction. Surely, Sudha Kongara is a great director. Her meticulous work clearly shows. For Sooriya, after Anbuchelvan and Sanjay Ramasamy, Nedumaaran Raajangam may be a good meaningful character in his career (after a looooong time). Dialogues were very impressive. And the film has many interesting moments. All the actors in the film have given great performances. G.V.Prakash's music was apt for the film, with Veyyon silli standing out. The song transports the romantic feel to the audiences. Making a movie on aviation is not that easy. The flight scenes were terrific (that too, the first few scenes were awesome .. the team has rightly understood that these scenes are the plus of the film and has rightly kept one of these aviation scenes as the opening for the film).
Another thing I liked was that everything about the aviation business has been shown clearly - all minute details, the problems faced, the competition in the business. The heroine character was very interesting and I think that, that character has been created the way it has been, to maintain the raw tone of the film. Aparna's performance was terrific. Urvashi's too....One great thing about the film is its pace. It is super fast and uniform from start till end. But, still,I feel that, if the film had been edited differently (still maintainig the fast pace of the film) and few other minor issues fixed, this film could have been an outstanding,oscar-worthy film. My understanding of what Sudha wanted to show us in the film is that when a socially responsible person who has affinity towards his town and town's people (something that he has inherited from his father), who also happens to be a pilot, goes through a bitter experience of not being able to get a flight ticket when he desparately wants to, the result would be that he would make it his life's ambition to make flight journey a possible one for the middle/lower class people. Thats what happens here with Maara. Basically he doesnt want flying to be a prospect that only the upper class people have. In other words, when a need arised or when someone was having a lifetime dream to have a flight journey, Maara wanted to make it possible for them to do so. He did not want class or money to be a barrier in having a flight journey. And most importantly he wanted to connect the small towns and cities through flight. This would make India look more developed and sophisticated. This can be seen as an improvement to our society. This is probably what Sudha wanted to tell and if this had been presented in this manner as such, I think it would have been more acceptable. But, here it has been presented in a slightly different manner - the focus was only on Nedumaaran wanting the poor people to fly. (As though one fine morning he woke up and started wondering why poor people are not flying and he badly wants them to experience the flight travel...As though this is the pressing issue that poor people in India are having now). The film does show his experience as a pilot in defense team and also shows the incident which made him want poor people to fly... but, its all disjointed... so,the way it has been presented now, it makes one think - ' why should a poor guy fly? What is the need? why would a poor guy bother about flying when he has other pressing issues'.Though Sudha has pointed this out herself in the film and given an apt reply for it, through Maara's character, we cannot avoid thinking 'all of these struggles to achieve something luxurious like flying? As though struggling for basic necessities like water and food...' Is this ambition worthy of this much of struggle? One cant help thinking that the same amount of struggle and energy could have been spent in achieving what is 'necessary' for poor people. All of this because of the disjointed narration.
A few more drawbacks I noticed .... As the film progresses , somewhere we start feeling a little bored. This is inspite of maintaining the fast pace evenly through out the film. It feels a little monotonous and a little confusing after 1 and half hours of the film. And I felt that the villain character is very caricaturish. For a film that is aimed at being close to reality, this kind of villains dont really fit in. Another minus point is that, though Sooriya is terrific in scenes where he has to display his determination, his ambition, his frustration, his sadness, his love and the fire in him , he doesnt look convincing as a villager. In all the family scenes, he alone looks aloof. For the most part, he looks like someone who just returned from Harvard university and just got introduced to his village family and is wondering what village life is like. The rest of his family and Aparna's family are very convincing as villagers. And they are the ones who give the audiences the right feel and tone for the film. Maybe if this had been corrected, the film and the character would have touched our hearts, the way it was meant to. For, the very pulse of the film itself is the protagonist's character - an 'ordinary villager' coming from a 'middle class' family having big ambitions and that too with strong determination, dedication and perserverance. So, Sooriya, acting like Anbuselvan-trying-the-rustic-looks (or may be like the young Sooriya from Vaaranam Aayiram) is not doing any good for the film.
Overall, it was a surprisingly good film. But, it could have been a gem of a movie , if these few problems had been taken care of."
1345,I would have rated this 7/10 but because of some lunatics comparing this movie rating with top class movies in the world like Shashank redemption and interstellar I'm giving this movie 1 rating.. otherythe movie is good.
1346,"I was amused seeing the ratings for this movie especially after watching the movie. It is just another boring, fantasy illogical movie with added sadness throughout the movie. Just selling BS with BGM."
1347,"I really enjoyed this. The storyline was surprisingly intense and thrilling. I'll admit it relies way too much on drama though, they dramatized everything they could."
1348,"Soorarai Pottru is a biopic of Captain G.R Gopinath but not a documentary. So it has all the scenes that a masala movie needs.
What's good:
1. The story is good. An underdog story is not something new but is always appreciated if it's good.
2. There are many good emotional scenes that might make some people cry.
3. The director Sudha Kongara has done a good job. She has shown the story in an entertaining way.
4. Surya shines in the film as he gets the best part. Aparna Balamurali also does a good job as Surya's wife. The supporting cast has done an okay job according to their small roles.
What's bad:
1. There are some predictable scenes in the movie which could have been avoided.
2. Paresh Rawal plays the typical non south indian villain (new trend in south indian films). A great actor like him is underutilized. He doesn't get one good scene.
Overall it is a good biopic and a good family movie too but far from perfect."
1349,"Soorarai Pottru - definitely a flawless movie, you can't expect more from this movie.
Hand full of actors, doing their part effortlessly...no, living their lives in their roles.
Surya, Aparna, Urvashi, Kali, Karunas, Surya friends & Villan etc...their acting will be remembered for longer period of time. Definitely this movie's worth every penny."
1350,"Story lacks continuity where the flashbacks, locations and Tamil language accents are not synchronous. Surya has done a fabulous job. can watch for surya and background score."
1351,"It's going to be remembered until the movies are alive , what a film to see wish I watch in a theatre but it's well deserved to be seen on big screen , Suriya is beast as maaran effortlessly done as always and there are scenes u will be teared by his acting and direction is perfect and applause to GV music 🎶 masss"
1352,Suriya the Pride of Indian Cinema.SooraraiPottru best Movie in the world.I watch SooraraiPottru on Prime More than 5 time the movie SooraraiPottru not Boring
1353,Usually one can never go wrong with a Suriya movie. We may differ in our opinion of the storyline but not his performance. The intensity of his performance makes him a modern day Sivaji Ganesan. Add to it a biopic on one of the pioneers from the airline industry it's a perfect 10.. ofcourse there is a lot of dramatization on the personal aspects but I think the corporate parts are likely and absolutely close to the truth. What makes the movie a watchable entertainer is how they have combined the two. Well directed Sudha. Great to see Aparna pull off her role with elan. And GV is back. The score is difficult for such movies but he is very good.
